InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied,TotalRevenue
INV51590,C11179,Female,55,Texas,Books,Self-Help Book,1,19.74,Credit Card,2024-11-26 17:18:10,3.6,No,No,19.74
INV60514,C10136,Female,31,Washington,Home & Kitchen,Blender,1,45.19,Debit Card,2024-11-26 18:16:36,4.0,No,No,45.19
INV54466,C10117,Male,49,California,Books,Biography,2,21.89,Credit Card,2024-11-26 20:01:02,2.6,No,No,43.78
INV51168,C10707,Non-Binary,38,Georgia,Home & Kitchen,Air Fryer,1,120.49,Credit Card,2024-11-26 20:17:53,3.9,Yes,No,120.49
INV55242,C10643,Male,33,Texas,Sports & Outdoors,Camping Tent,2,156.92,PayPal,2024-11-26 20:42:21,1.8,No,No,313.84
INV63497,C10511,Female,44,New York,Books,Cookbook,2,28.78,Credit Card,2024-11-27 09:48:36,4.6,Yes,No,57.56
INV53295,C10995,Female,28,Florida,Sports & Outdoors,Dumbbell Set,2,48.84,PayPal,2024-11-27 10:51:47,4.5,No,No,97.68
INV59451,C11189,Male,37,Florida,Beauty & Personal Care,Perfume,1,73.84,Credit Card,2024-11-27 10:53:35,3.7,No,No,73.84
INV57418,C10927,Male,44,California,Books,Biography,1,22.06,Credit Card,2024-11-27 11:42:57,3.7,No,No,22.06
INV59405,C10380,Female,31,Illinois,Clothing,Sneakers,1,85.97,Credit Card,2024-11-27 12:56:23,5.0,No,No,85.97
INV59585,C10624,Male,48,Texas,Electronics,Smartwatch,3,196.46,Credit Card,2024-11-27 13:31:57,3.0,No,No,589.38
INV58125,C10169,Male,27,California,Beauty & Personal Care,Lipstick,1,18.07,PayPal,2024-11-27 13:39:14,5.0,Yes,No,18.07
INV61994,C10349,Female,61,California,Home & Kitchen,Coffee Maker,3,91.33,Debit Card,2024-11-27 14:26:41,4.6,No,No,273.99
INV60431,C10490,Female,46,New York,Clothing,Sneakers,1,85.75,Credit Card,2024-11-27 15:07:31,1.0,No,Yes,85.75
INV58130,C10805,Female,35,Colorado,Beauty & Personal Care,Lipstick,1,18.97,Debit Card,2024-11-27 15:14:48,3.9,No,Yes,18.97
INV62775,C10105,Male,48,California,Electronics,Tablet,1,342.19,Debit Card,2024-11-27 17:35:39,4.7,No,No,342.19
INV61211,C10076,Female,49,Texas,Books,Self-Help Book,2,19.01,Credit Card,2024-11-27 17:54:00,4.9,No,No,38.02
INV56404,C10460,Male,36,Ohio,Clothing,Jacket,3,120.5,Credit Card,2024-11-27 18:18:24,4.8,No,No,361.5
INV58839,C10913,Male,47,Washington,Clothing,Jeans,1,54.14,Credit Card,2024-11-27 19:05:23,3.6,No,No,54.14
INV60819,C10704,Male,44,California,Electronics,Laptop,1,1077.7,Debit Card,2024-11-27 19:23:11,2.7,No,No,1077.7
INV61524,C10099,Male,52,Florida,Electronics,Laptop,2,1141.62,Debit Card,2024-11-27 20:39:56,4.7,Yes,Yes,2283.24
INV61858,C10921,Male,22,Florida,Clothing,Hoodie,1,45.36,Cash,2024-11-27 21:04:38,4.7,Yes,No,45.36
INV60344,C10157,Male,40,Massachusetts,Clothing,Socks,3,9.63,Credit Card,2024-11-27 21:28:51,4.9,No,No,28.89
INV63835,C11138,Female,60,Florida,Beauty & Personal Care,Shampoo,1,11.6,Credit Card,2024-11-28 09:00:28,3.9,No,No,11.6
INV52462,C10539,Female,26,New York,Home & Kitchen,Coffee Maker,2,86.2,Debit Card,2024-11-28 09:20:15,2.9,No,No,172.4
INV60788,C10265,Female,22,Florida,Beauty & Personal Care,Shampoo,1,12.01,PayPal,2024-11-28 09:27:42,4.0,No,No,12.01
INV55949,C10687,Male,46,Florida,Home & Kitchen,Dinnerware Set,1,58.64,Debit Card,2024-11-28 09:44:28,2.7,No,No,58.64
INV50600,C11032,Male,70,New York,Electronics,Laptop,1,1104.83,Credit Card,2024-11-28 10:14:56,3.8,No,Yes,1104.83
INV59686,C10140,Male,46,Georgia,Home & Kitchen,Dinnerware Set,1,59.05,Credit Card,2024-11-28 11:05:30,1.7,No,Yes,59.05
INV53514,C10782,Male,56,Washington,Books,Biography,1,21.45,Credit Card,2024-11-28 14:01:47,4.9,No,No,21.45
INV64295,C10670,Female,26,New York,Clothing,Sneakers,1,82.32,Debit Card,2024-11-28 16:41:53,4.6,Yes,No,82.32
INV58519,C10448,Male,32,California,Beauty & Personal Care,Shampoo,1,11.88,Credit Card,2024-11-28 17:04:33,4.7,No,Yes,11.88
INV50530,C10125,Male,30,Texas,Clothing,Socks,1,9.95,PayPal,2024-11-28 17:06:33,4.7,No,No,9.95
INV58595,C10162,Female,40,California,Clothing,Jacket,2,123.42,Credit Card,2024-11-28 17:23:09,3.9,Yes,Yes,246.84
INV54504,C10876,Female,37,California,Home & Kitchen,Dinnerware Set,2,58.84,Debit Card,2024-11-28 17:51:01,3.8,No,No,117.68
INV56964,C10431,Male,74,Florida,Sports & Outdoors,Running Shoes,1,94.2,PayPal,2024-11-28 18:14:36,1.0,No,No,94.2
INV52331,C10943,Female,48,California,Books,Cookbook,1,29.29,Credit Card,2024-11-28 21:06:51,5.0,No,No,29.29
INV54253,C10037,Male,36,New York,Clothing,Socks,1,9.82,Credit Card,2024-11-28 21:13:11,4.9,No,No,9.82
INV52120,C10451,Male,57,Colorado,Home & Kitchen,Dinnerware Set,1,62.02,Cash,2024-11-28 21:31:00,4.8,No,Yes,62.02
INV59460,C11051,Male,41,Florida,Books,Self-Help Book,1,20.95,Credit Card,2024-11-28 21:39:33,4.8,Yes,No,20.95
INV59625,C11122,Female,40,California,Books,Cookbook,2,30.93,Debit Card,2024-11-29 09:19:32,3.9,No,Yes,61.86
INV52600,C10324,Male,26,New York,Electronics,Headphones,1,147.86,PayPal,2024-11-29 09:38:00,1.7,No,No,147.86
INV63154,C10898,Female,58,California,Electronics,Laptop,1,1060.27,Debit Card,2024-11-29 10:26:59,3.8,No,No,1060.27
INV52456,C10185,Male,47,Illinois,Sports & Outdoors,Water Bottle,1,19.11,Credit Card,2024-11-29 10:27:11,4.5,Yes,No,19.11
INV50207,C10109,Male,28,Florida,Beauty & Personal Care,Skincare Kit,3,61.04,Credit Card,2024-11-29 11:06:35,1.7,No,No,183.12
INV56574,C10512,Male,27,New York,Books,Cookbook,2,29.7,Credit Card,2024-11-29 11:06:47,4.7,No,No,59.4
INV56985,C10260,Male,24,Washington,Sports & Outdoors,Running Shoes,1,97.11,Credit Card,2024-11-29 11:16:00,4.7,Yes,No,97.11
INV53327,C10712,Female,46,Texas,Electronics,Smartwatch,2,200.74,Credit Card,2024-11-29 11:41:02,3.6,Yes,No,401.48
INV58221,C10979,Female,28,New York,Clothing,Socks,2,9.51,PayPal,2024-11-29 13:48:36,2.6,No,Yes,19.02
INV64579,C10377,Male,25,California,Electronics,Bluetooth Speaker,2,81.51,Credit Card,2024-11-29 15:09:00,4.8,No,No,163.02
INV64914,C10225,Non-Binary,56,California,Home & Kitchen,Air Fryer,1,125.13,Credit Card,2024-11-29 16:11:05,3.7,Yes,Yes,125.13
INV63083,C10304,Male,49,Illinois,Books,Fiction Novel,1,15.07,Credit Card,2024-11-29 16:36:17,3.8,No,Yes,15.07
INV61882,C10447,Male,23,California,Clothing,Hoodie,1,45.58,Cash,2024-11-29 16:47:05,3.9,No,Yes,45.58
INV62467,C11158,Female,27,Texas,Home & Kitchen,Toaster,2,33.43,Cash,2024-11-29 16:48:57,3.8,No,No,66.86
INV55851,C10283,Female,61,Washington,Home & Kitchen,Toaster,3,34.17,Credit Card,2024-11-29 16:56:48,3.8,Yes,No,102.51
INV56578,C11074,Female,45,Florida,Clothing,Socks,2,10.31,PayPal,2024-11-29 17:07:19,3.9,Yes,No,20.62
INV60794,C10026,Male,23,Illinois,Clothing,Sneakers,1,81.26,Credit Card,2024-11-29 17:31:20,3.6,No,No,81.26
INV61766,C10205,Female,40,California,Electronics,Laptop,2,1053.1,PayPal,2024-11-29 17:45:19,4.6,Yes,Yes,2106.2
INV50871,C10843,Female,19,California,Electronics,Bluetooth Speaker,1,77.0,Cash,2024-11-29 18:26:53,1.6,Yes,No,77.0
INV59632,C10678,Male,45,California,Electronics,Smartphone,2,690.32,Cash,2024-11-29 18:27:37,4.8,No,No,1380.64
INV61584,C10278,Male,63,Florida,Clothing,Jeans,3,52.75,PayPal,2024-11-29 19:28:43,3.8,Yes,Yes,158.25
INV55356,C10320,Male,21,California,Home & Kitchen,Vacuum Cleaner,1,145.39,PayPal,2024-11-29 19:32:10,4.6,No,No,145.39
INV50028,C10745,Male,65,New York,Books,Biography,1,23.39,Credit Card,2024-11-29 19:48:20,2.9,No,No,23.39
INV56741,C10873,Male,40,California,Home & Kitchen,Dinnerware Set,1,57.94,PayPal,2024-11-29 20:02:37,1.6,No,No,57.94
INV58429,C10865,Male,30,Georgia,Electronics,Smartphone,1,720.82,Credit Card,2024-11-29 20:07:55,3.7,Yes,No,720.82
INV62801,C10484,Male,37,New York,Home & Kitchen,Blender,1,45.69,Credit Card,2024-11-29 20:08:28,2.9,No,No,45.69
INV55365,C10054,Male,25,New York,Sports & Outdoors,Dumbbell Set,2,51.24,Debit Card,2024-11-29 20:19:37,4.9,Yes,Yes,102.48
INV60586,C10246,Male,18,Colorado,Electronics,Bluetooth Speaker,3,78.82,Credit Card,2024-11-29 21:15:50,4.8,Yes,Yes,236.46
INV53617,C10684,Male,57,Texas,Home & Kitchen,Coffee Maker,1,86.67,Credit Card,2024-11-29 21:20:18,4.9,Yes,No,86.67
INV56001,C10094,Female,42,New York,Books,Cookbook,1,29.36,PayPal,2024-11-29 21:35:13,3.8,No,No,29.36
INV56010,C10651,Female,67,Texas,Books,Tech Guide,1,48.06,Credit Card,2024-11-29 21:48:59,2.5,Yes,Yes,48.06
INV56929,C10363,Female,45,Washington,Electronics,Smartwatch,1,203.64,Credit Card,2024-11-30 09:41:49,4.8,Yes,Yes,203.64
INV58482,C10639,Male,56,Florida,Books,Sci-Fi Anthology,1,18.29,Credit Card,2024-11-30 09:57:52,4.6,Yes,Yes,18.29
INV54957,C10916,Male,50,New York,Beauty & Personal Care,Shampoo,1,12.27,PayPal,2024-11-30 10:08:21,3.6,Yes,Yes,12.27
INV50101,C10695,Male,59,Texas,Home & Kitchen,Blender,1,46.11,PayPal,2024-11-30 10:19:28,3.8,Yes,Yes,46.11
INV62067,C10120,Male,21,California,Electronics,Bluetooth Speaker,1,75.42,Debit Card,2024-11-30 11:10:39,4.9,No,No,75.42
INV54508,C10586,Male,71,Massachusetts,Books,Self-Help Book,2,20.04,Credit Card,2024-11-30 11:53:51,3.5,Yes,No,40.08
INV51132,C10785,Female,38,New York,Clothing,T-Shirt,1,24.98,Credit Card,2024-11-30 11:54:11,4.8,No,No,24.98
INV61924,C11164,Female,30,Illinois,Books,Fiction Novel,1,15.17,Credit Card,2024-11-30 12:53:38,4.9,Yes,No,15.17
INV58346,C10531,Female,21,Texas,Electronics,Laptop,4,1116.93,Cash,2024-11-30 13:22:31,4.8,No,No,4467.72
INV62853,C10813,Female,45,Massachusetts,Clothing,Jacket,1,121.18,Debit Card,2024-11-30 14:01:42,3.7,Yes,Yes,121.18
INV54476,C11005,Female,23,New York,Clothing,Jacket,2,118.57,Cash,2024-11-30 14:40:20,3.7,No,No,237.14
INV50351,C10582,Non-Binary,63,Illinois,Books,Tech Guide,2,47.74,Credit Card,2024-11-30 15:18:15,4.9,No,No,95.48
INV55158,C10565,Male,33,Texas,Electronics,Laptop,1,1074.21,Credit Card,2024-11-30 16:33:25,3.7,No,No,1074.21
INV57056,C10964,Female,68,Colorado,Home & Kitchen,Coffee Maker,1,88.7,PayPal,2024-11-30 16:46:49,4.9,Yes,No,88.7
INV61654,C10706,Female,59,Massachusetts,Books,Biography,1,23.26,Credit Card,2024-11-30 17:48:54,4.9,No,No,23.26
INV56376,C10650,Female,57,Illinois,Books,Cookbook,4,30.32,PayPal,2024-11-30 18:31:43,3.6,Yes,Yes,121.28
INV57982,C10251,Female,21,Illinois,Clothing,T-Shirt,3,26.14,Debit Card,2024-11-30 19:10:25,3.6,Yes,No,78.42
INV57060,C10388,Female,22,Illinois,Clothing,Jacket,4,122.69,Debit Card,2024-11-30 19:13:32,2.8,No,No,490.76
INV56041,C11188,Female,73,New York,Electronics,Bluetooth Speaker,2,79.29,Debit Card,2024-11-30 19:38:23,3.9,No,No,158.58
INV56262,C10261,Male,18,California,Clothing,Jacket,1,118.79,Credit Card,2024-11-30 20:05:43,4.8,Yes,No,118.79
INV55083,C10637,Male,34,Illinois,Home & Kitchen,Toaster,2,35.68,Credit Card,2024-11-30 20:07:57,2.8,Yes,No,71.36
INV63462,C10282,Female,50,Texas,Books,Sci-Fi Anthology,2,18.38,Credit Card,2024-11-30 20:19:54,4.5,No,No,36.76
INV64628,C10568,Female,66,California,Books,Tech Guide,1,50.78,PayPal,2024-11-30 20:41:50,4.6,No,Yes,50.78
INV61086,C10746,Male,44,California,Clothing,T-Shirt,1,24.39,Credit Card,2024-12-01 09:11:27,4.6,No,No,24.39
INV62469,C10672,Male,22,California,Clothing,Hoodie,1,43.99,Credit Card,2024-12-01 10:34:59,3.8,No,No,43.99
INV60365,C10656,Female,37,California,Clothing,Hoodie,3,43.55,Credit Card,2024-12-01 11:33:59,5.0,No,Yes,130.65
INV60167,C10579,Female,20,Washington,Electronics,Laptop,1,1131.09,Credit Card,2024-12-01 13:39:00,4.7,Yes,Yes,1131.09
INV58392,C10689,Female,65,Illinois,Home & Kitchen,Toaster,2,34.14,PayPal,2024-12-01 14:52:15,4.6,No,No,68.28
INV52809,C10562,Female,22,Texas,Beauty & Personal Care,Shampoo,1,11.73,PayPal,2024-12-01 15:03:27,1.0,No,No,11.73
INV56155,C10549,Female,23,Texas,Clothing,Jeans,1,54.5,Debit Card,2024-12-01 16:37:05,3.7,No,No,54.5
INV60672,C10543,Female,18,Texas,Electronics,Smartphone,1,672.83,Debit Card,2024-12-01 16:42:49,4.9,No,Yes,672.83
INV54082,C10150,Male,46,Massachusetts,Sports & Outdoors,Camping Tent,1,152.02,Cash,2024-12-01 18:06:27,4.6,No,No,152.02
INV59789,C10465,Female,25,Georgia,Clothing,Hoodie,2,47.06,Credit Card,2024-12-01 21:05:36,1.7,No,Yes,94.12
INV54222,C10909,Female,73,California,Electronics,Smartwatch,1,206.23,Debit Card,2024-12-02 09:20:34,4.9,Yes,Yes,206.23
INV63312,C10248,Female,43,California,Beauty & Personal Care,Hair Dryer,1,46.09,Credit Card,2024-12-02 09:37:08,5.0,Yes,Yes,46.09
INV52588,C11165,Female,47,New York,Sports & Outdoors,Backpack,1,39.82,Credit Card,2024-12-02 09:48:57,3.0,No,No,39.82
INV51032,C10689,Female,65,Illinois,Home & Kitchen,Vacuum Cleaner,2,143.38,Cash,2024-12-02 10:04:14,4.6,No,No,286.76
INV53871,C10583,Male,47,California,Books,Cookbook,1,30.32,PayPal,2024-12-02 10:41:32,4.8,Yes,Yes,30.32
INV63003,C10307,Female,20,Ohio,Home & Kitchen,Dinnerware Set,2,58.23,Cash,2024-12-02 10:50:36,3.6,No,No,116.46
INV50791,C10641,Female,69,Georgia,Sports & Outdoors,Camping Tent,1,143.49,Credit Card,2024-12-02 11:13:25,2.9,No,No,143.49
INV64894,C10801,Male,44,Washington,Electronics,Smartwatch,2,191.15,Credit Card,2024-12-02 12:11:45,3.6,No,No,382.3
INV60981,C10404,Female,36,California,Beauty & Personal Care,Shampoo,3,12.18,PayPal,2024-12-02 13:04:52,4.7,Yes,Yes,36.54
INV55530,C10457,Male,24,New York,Electronics,Smartphone,2,710.12,Credit Card,2024-12-02 13:52:22,4.5,No,No,1420.24
INV56706,C10830,Non-Binary,23,Illinois,Books,Sci-Fi Anthology,1,18.65,Cash,2024-12-02 15:08:26,4.9,No,No,18.65
INV64211,C10196,Female,39,New York,Sports & Outdoors,Running Shoes,1,93.37,PayPal,2024-12-02 15:09:41,4.0,No,No,93.37
INV52770,C10048,Male,20,New York,Clothing,Sneakers,1,86.15,PayPal,2024-12-02 15:37:45,4.6,No,No,86.15
INV54407,C10949,Male,49,New York,Beauty & Personal Care,Shampoo,1,12.25,Credit Card,2024-12-02 16:07:18,3.9,Yes,Yes,12.25
INV54541,C10221,Female,27,Colorado,Home & Kitchen,Coffee Maker,1,86.62,Credit Card,2024-12-02 16:24:48,4.9,No,No,86.62
INV56327,C10140,Male,46,Georgia,Home & Kitchen,Vacuum Cleaner,1,156.99,Debit Card,2024-12-02 16:48:58,5.0,No,Yes,156.99
INV53589,C10699,Female,34,Ohio,Books,Fiction Novel,2,15.23,Cash,2024-12-02 16:57:07,3.5,Yes,Yes,30.46
INV52895,C10848,Male,47,Massachusetts,Books,Biography,2,23.07,Credit Card,2024-12-02 17:48:18,4.0,Yes,Yes,46.14
INV54051,C10450,Male,22,California,Electronics,Laptop,1,1148.93,Debit Card,2024-12-02 17:54:45,3.9,No,No,1148.93
INV56072,C11014,Female,26,Florida,Books,Cookbook,1,28.89,Debit Card,2024-12-02 18:37:35,1.0,No,No,28.89
INV61947,C10756,Male,51,California,Home & Kitchen,Blender,1,44.92,Cash,2024-12-02 18:48:20,3.6,Yes,Yes,44.92
INV59121,C11135,Male,38,Florida,Electronics,Headphones,3,143.62,Cash,2024-12-02 21:36:34,3.9,No,No,430.86
INV61243,C10059,Male,18,New York,Sports & Outdoors,Yoga Mat,1,29.8,Credit Card,2024-12-02 21:53:02,1.8,No,No,29.8
INV56487,C10486,Male,45,Massachusetts,Beauty & Personal Care,Lipstick,1,19.4,Credit Card,2024-12-03 09:34:58,3.5,No,No,19.4
INV61438,C10265,Female,22,Florida,Clothing,Jeans,2,52.44,Credit Card,2024-12-03 11:59:50,4.7,No,No,104.88
INV52280,C10933,Male,65,California,Books,Fiction Novel,1,14.6,Credit Card,2024-12-03 12:40:34,4.7,Yes,No,14.6
INV55037,C10487,Male,60,California,Home & Kitchen,Air Fryer,1,116.61,Credit Card,2024-12-03 13:27:46,3.8,Yes,Yes,116.61
INV60215,C10798,Male,24,New York,Books,Cookbook,1,31.29,Credit Card,2024-12-03 14:37:19,1.0,Yes,No,31.29
INV59571,C10076,Female,49,Texas,Books,Cookbook,2,30.36,Credit Card,2024-12-03 16:04:23,4.8,No,No,60.72
INV52434,C10708,Female,31,New York,Beauty & Personal Care,Lipstick,1,17.72,Credit Card,2024-12-03 16:16:05,1.0,No,No,17.72
INV57279,C10302,Female,29,Texas,Sports & Outdoors,Camping Tent,2,148.59,Credit Card,2024-12-03 16:36:18,3.9,No,Yes,297.18
INV59979,C10425,Female,30,California,Beauty & Personal Care,Skincare Kit,1,61.07,Cash,2024-12-03 16:50:07,1.6,No,No,61.07
INV54220,C10178,Female,28,New York,Electronics,Bluetooth Speaker,1,76.0,Credit Card,2024-12-03 17:08:31,4.9,Yes,No,76.0
INV63022,C10763,Male,22,Georgia,Electronics,Smartphone,1,704.11,PayPal,2024-12-03 17:10:58,3.9,Yes,No,704.11
INV61451,C11094,Female,40,California,Clothing,Sneakers,3,81.17,Credit Card,2024-12-03 18:30:32,3.5,No,No,243.51
INV54431,C10320,Male,21,California,Electronics,Bluetooth Speaker,1,80.16,PayPal,2024-12-03 18:37:04,2.9,No,No,80.16
INV60019,C11103,Male,28,Washington,Home & Kitchen,Air Fryer,1,123.56,Credit Card,2024-12-03 20:51:20,1.5,No,No,123.56
INV63242,C10763,Male,22,Georgia,Electronics,Bluetooth Speaker,1,79.95,Debit Card,2024-12-03 21:41:44,4.6,Yes,Yes,79.95
INV58097,C10916,Male,50,New York,Beauty & Personal Care,Shampoo,1,11.64,Cash,2024-12-03 21:47:06,5.0,Yes,Yes,11.64
INV64853,C10714,Female,22,Illinois,Books,Biography,2,22.51,Credit Card,2024-12-04 09:58:09,4.7,No,No,45.02
INV59279,C10616,Male,26,New York,Electronics,Smartwatch,1,200.32,Credit Card,2024-12-04 11:01:57,3.7,No,No,200.32
INV50150,C10259,Female,22,New York,Electronics,Smartwatch,1,194.17,Credit Card,2024-12-04 11:12:24,3.8,No,No,194.17
INV60195,C10117,Male,49,California,Beauty & Personal Care,Moisturizer,2,29.05,PayPal,2024-12-04 11:50:39,4.8,No,No,58.1
INV58345,C11023,Male,47,California,Beauty & Personal Care,Moisturizer,2,27.2,PayPal,2024-12-04 11:55:33,3.8,No,No,54.4
INV54525,C10417,Male,70,Texas,Sports & Outdoors,Running Shoes,1,97.32,Credit Card,2024-12-04 14:04:51,4.9,No,Yes,97.32
INV56271,C10252,Female,61,California,Books,Cookbook,2,29.65,Cash,2024-12-04 14:04:54,4.7,No,No,59.3
INV63767,C10346,Female,49,Illinois,Beauty & Personal Care,Shampoo,1,11.71,Credit Card,2024-12-04 16:55:03,3.5,No,No,11.71
INV55075,C10561,Female,61,Ohio,Beauty & Personal Care,Hair Dryer,1,46.98,Credit Card,2024-12-04 17:52:49,3.8,Yes,No,46.98
INV59463,C10094,Female,42,New York,Sports & Outdoors,Dumbbell Set,2,50.24,Credit Card,2024-12-04 18:44:13,4.9,No,No,100.48
INV60117,C10600,Male,31,New York,Electronics,Tablet,1,344.24,Cash,2024-12-04 19:28:06,4.6,Yes,No,344.24
INV61988,C10143,Male,52,Colorado,Electronics,Laptop,1,1102.24,Credit Card,2024-12-04 19:48:58,4.6,No,No,1102.24
INV61648,C10593,Female,53,New York,Sports & Outdoors,Backpack,1,39.55,PayPal,2024-12-04 20:13:03,4.8,No,No,39.55
INV52842,C10216,Female,32,Illinois,Electronics,Smartwatch,3,207.36,Debit Card,2024-12-04 21:45:00,4.5,No,Yes,622.08
INV59010,C10987,Female,36,California,Home & Kitchen,Vacuum Cleaner,1,153.94,PayPal,2024-12-05 09:30:32,3.0,No,No,153.94
INV51575,C10957,Female,73,California,Home & Kitchen,Air Fryer,1,115.23,Credit Card,2024-12-05 10:13:44,1.9,No,No,115.23
INV55163,C11068,Female,48,Florida,Electronics,Smartwatch,2,201.39,PayPal,2024-12-05 10:18:50,3.8,No,No,402.78
INV50191,C10395,Female,43,California,Clothing,Sneakers,2,84.22,Debit Card,2024-12-05 10:52:21,4.7,No,No,168.44
INV63255,C10130,Female,30,Georgia,Sports & Outdoors,Backpack,1,39.52,Credit Card,2024-12-05 11:51:54,4.9,Yes,No,39.52
INV61717,C10704,Male,44,California,Books,Cookbook,1,31.26,Credit Card,2024-12-05 12:33:24,4.5,No,No,31.26
INV52664,C10157,Male,40,Massachusetts,Books,Fiction Novel,1,14.71,Credit Card,2024-12-05 12:46:32,3.6,No,No,14.71
INV54816,C10530,Male,42,Texas,Clothing,Hoodie,1,46.02,Credit Card,2024-12-05 13:06:02,4.6,No,Yes,46.02
INV53469,C10171,Male,54,Texas,Books,Biography,2,22.28,Credit Card,2024-12-05 14:05:02,4.0,No,No,44.56
INV52272,C10257,Female,29,Illinois,Books,Cookbook,1,31.4,Credit Card,2024-12-05 15:09:35,3.6,No,No,31.4
INV64152,C10026,Male,23,Illinois,Clothing,Sneakers,3,85.79,Credit Card,2024-12-05 15:22:58,4.6,No,No,257.37
INV62634,C10284,Female,27,Washington,Books,Biography,4,23.22,Credit Card,2024-12-05 15:34:32,4.9,Yes,No,92.88
INV50831,C11017,Female,33,Illinois,Beauty & Personal Care,Lipstick,1,18.25,Debit Card,2024-12-05 16:16:17,2.5,Yes,No,18.25
INV64998,C10683,Female,33,Florida,Beauty & Personal Care,Moisturizer,1,27.89,Debit Card,2024-12-05 16:23:01,3.9,No,No,27.89
INV50018,C10353,Male,41,New York,Books,Fiction Novel,3,14.58,Credit Card,2024-12-05 16:30:12,4.5,No,No,43.74
INV59794,C10743,Male,54,New York,Sports & Outdoors,Camping Tent,1,150.79,Debit Card,2024-12-05 17:14:11,4.7,No,No,150.79
INV58827,C10154,Non-Binary,67,California,Clothing,Hoodie,1,45.14,Debit Card,2024-12-05 17:26:40,4.8,No,No,45.14
INV58053,C10126,Male,44,Texas,Clothing,Hoodie,2,45.24,Credit Card,2024-12-05 17:49:32,3.8,No,No,90.48
INV61702,C10012,Male,39,Massachusetts,Electronics,Laptop,1,1081.81,Credit Card,2024-12-05 17:59:39,4.9,Yes,No,1081.81
INV52851,C10939,Male,39,California,Clothing,Socks,2,10.39,PayPal,2024-12-05 18:08:46,4.9,No,No,20.78
INV55894,C10581,Male,49,California,Electronics,Headphones,2,150.84,Credit Card,2024-12-05 19:32:47,4.9,Yes,No,301.68
INV64996,C10972,Female,18,Massachusetts,Electronics,Tablet,1,313.5,PayPal,2024-12-05 19:57:12,4.7,No,No,313.5
INV57801,C10893,Male,70,New York,Sports & Outdoors,Backpack,2,41.68,PayPal,2024-12-05 19:58:10,4.6,No,No,83.36
INV61145,C10116,Female,19,California,Clothing,Jacket,2,119.0,Credit Card,2024-12-05 21:05:21,1.7,No,No,238.0
INV54037,C10684,Male,57,Texas,Home & Kitchen,Air Fryer,1,124.46,Debit Card,2024-12-05 21:49:34,4.8,Yes,Yes,124.46
INV62294,C10937,Female,55,Illinois,Beauty & Personal Care,Skincare Kit,1,59.65,PayPal,2024-12-06 09:22:20,4.7,No,No,59.65
INV57605,C10353,Male,41,New York,Clothing,Sneakers,1,82.2,PayPal,2024-12-06 09:32:03,3.7,No,No,82.2
INV56394,C11119,Female,18,California,Electronics,Smartwatch,1,203.14,Cash,2024-12-06 09:38:05,4.9,Yes,No,203.14
INV62332,C10902,Male,61,Texas,Beauty & Personal Care,Moisturizer,1,28.3,Credit Card,2024-12-06 10:02:53,3.9,No,No,28.3
INV62594,C10759,Female,46,California,Beauty & Personal Care,Moisturizer,1,29.01,Credit Card,2024-12-06 10:51:14,4.7,Yes,Yes,29.01
INV53111,C10455,Male,23,New York,Sports & Outdoors,Camping Tent,1,144.36,Credit Card,2024-12-06 11:09:23,1.6,No,No,144.36
INV59219,C10148,Non-Binary,45,Georgia,Electronics,Smartphone,1,704.82,Debit Card,2024-12-06 11:13:32,2.7,No,No,704.82
INV51997,C10748,Female,48,Florida,Sports & Outdoors,Water Bottle,1,19.62,PayPal,2024-12-06 11:36:04,5.0,Yes,Yes,19.62
INV52916,C10133,Male,19,Washington,Clothing,T-Shirt,1,25.88,Credit Card,2024-12-06 12:03:39,4.6,No,No,25.88
INV52146,C10911,Male,71,New York,Books,Fiction Novel,1,15.33,Credit Card,2024-12-06 12:08:50,3.9,No,Yes,15.33
INV51812,C10555,Female,21,New York,Electronics,Smartwatch,2,189.88,PayPal,2024-12-06 12:22:17,4.6,No,No,379.76
INV54480,C10298,Male,71,California,Home & Kitchen,Vacuum Cleaner,3,152.54,Credit Card,2024-12-06 14:00:42,4.7,No,No,457.62
INV55632,C10141,Female,38,California,Books,Sci-Fi Anthology,1,17.28,Debit Card,2024-12-06 14:19:17,3.8,Yes,No,17.28
INV55188,C10249,Female,20,Florida,Clothing,T-Shirt,2,24.35,PayPal,2024-12-06 14:26:51,4.7,No,No,48.7
INV55773,C10717,Male,19,New York,Electronics,Smartwatch,2,193.67,Cash,2024-12-06 14:37:10,3.0,No,No,387.34
INV52998,C10765,Male,75,California,Clothing,T-Shirt,1,24.16,Credit Card,2024-12-06 15:14:27,3.8,Yes,No,24.16
INV59843,C10575,Female,30,Illinois,Clothing,Jacket,1,120.49,Credit Card,2024-12-06 15:19:51,4.7,Yes,Yes,120.49
INV60478,C10669,Male,54,Massachusetts,Home & Kitchen,Vacuum Cleaner,2,149.07,Credit Card,2024-12-06 15:23:40,4.6,Yes,No,298.14
INV59440,C11007,Male,48,Texas,Beauty & Personal Care,Lipstick,1,18.54,PayPal,2024-12-06 16:37:38,4.6,Yes,No,18.54
INV54845,C10547,Female,20,California,Electronics,Laptop,5,1102.95,Debit Card,2024-12-06 16:46:10,4.6,No,No,5514.75
