InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied
INV51732,C10917,Male,48,Illinois,Clothing,Socks,1,9.87,Credit Card,2025-02-12 09:16:20,4.0,No,No
INV62877,C10546,Male,23,Texas,Clothing,Jeans,2,56.88,Credit Card,2025-02-12 10:34:08,5.0,No,No
INV52739,C10361,Male,46,Florida,Electronics,Tablet,1,337.77,PayPal,2025-02-12 11:18:53,4.5,Yes,Yes
INV55305,C10322,Male,45,California,Electronics,Smartwatch,2,203.0,Debit Card,2025-02-12 11:40:06,2.9,Yes,No
INV53155,C10804,Female,49,California,Beauty & Personal Care,Skincare Kit,1,58.98,Credit Card,2025-02-12 12:31:00,4.6,Yes,Yes
INV55236,C10894,Male,44,Florida,Clothing,Jacket,2,123.23,Credit Card,2025-02-12 13:35:17,5.0,No,No
INV58867,C11139,Male,63,California,Books,Sci-Fi Anthology,1,18.56,Credit Card,2025-02-12 14:25:00,4.7,No,No
INV60712,C10326,Female,26,Texas,Clothing,T-Shirt,1,24.98,Credit Card,2025-02-12 14:25:35,4.7,No,No
INV61308,C10591,Female,37,California,Books,Biography,1,23.02,Credit Card,2025-02-12 15:18:26,4.8,Yes,Yes
INV62533,C10357,Male,72,Florida,Home & Kitchen,Toaster,2,35.94,Credit Card,2025-02-12 16:02:32,4.8,Yes,No
INV53227,C10273,Female,49,Texas,Electronics,Bluetooth Speaker,1,77.89,Credit Card,2025-02-12 16:08:28,4.7,No,No
INV57035,C10987,Female,36,California,Beauty & Personal Care,Moisturizer,1,29.05,PayPal,2025-02-12 16:14:49,4.6,No,No
INV64700,C10930,Female,45,Massachusetts,Electronics,Bluetooth Speaker,2,78.62,Cash,2025-02-12 16:16:24,1.6,No,No
INV63930,C10066,Female,20,Georgia,Electronics,Smartwatch,2,204.11,Debit Card,2025-02-12 16:49:23,4.8,No,No
INV52522,C11103,Male,28,Washington,Clothing,Hoodie,2,45.49,Credit Card,2025-02-12 17:36:29,3.6,No,No
INV63431,C10098,Female,23,California,Sports & Outdoors,Running Shoes,1,95.41,Cash,2025-02-12 17:37:11,4.8,No,No
INV58659,C10217,Male,27,New York,Clothing,Jacket,2,125.13,Credit Card,2025-02-12 17:51:25,4.8,No,Yes
INV54686,C10159,Male,58,Washington,Sports & Outdoors,Camping Tent,4,150.46,Credit Card,2025-02-12 17:52:50,2.6,No,No
INV51198,C10185,Male,47,Illinois,Books,Self-Help Book,1,19.04,Credit Card,2025-02-12 18:21:41,4.7,Yes,Yes
INV53646,C10127,Female,43,Florida,Clothing,Hoodie,1,46.85,PayPal,2025-02-12 19:33:07,4.6,No,No
INV50381,C10500,Male,40,California,Books,Cookbook,1,29.03,Credit Card,2025-02-12 20:28:06,3.5,Yes,Yes
INV62238,C10873,Male,40,California,Clothing,Jeans,2,57.46,Credit Card,2025-02-12 21:07:18,4.7,No,No
INV63235,C10846,Non-Binary,47,Florida,Home & Kitchen,Coffee Maker,1,87.81,Credit Card,2025-02-12 21:17:06,3.9,Yes,No
INV64905,C11033,Female,62,Massachusetts,Books,Cookbook,3,30.59,Credit Card,2025-02-12 21:34:53,4.8,No,No
INV50222,C10668,Male,36,Florida,Beauty & Personal Care,Shampoo,1,12.19,Credit Card,2025-02-13 09:57:41,1.8,No,No
INV62296,C10387,Female,46,Georgia,Clothing,Hoodie,1,46.57,Credit Card,2025-02-13 10:48:08,1.5,No,No
INV62961,C11151,Male,29,Illinois,Electronics,Laptop,1,1102.18,Credit Card,2025-02-13 11:03:57,5.0,No,No
INV63194,C10009,Male,22,Ohio,Electronics,Laptop,1,1049.79,Credit Card,2025-02-13 12:22:01,3.7,No,No
INV63533,C10595,Female,42,Illinois,Sports & Outdoors,Yoga Mat,2,30.85,Debit Card,2025-02-13 14:29:37,3.6,No,No
INV58323,C10949,Male,49,New York,Sports & Outdoors,Water Bottle,2,19.81,Credit Card,2025-02-13 15:15:44,3.9,Yes,Yes
INV57979,C11057,Female,19,Georgia,Clothing,Socks,1,10.15,PayPal,2025-02-13 16:42:21,4.9,Yes,No
INV55257,C10006,Female,26,Massachusetts,Electronics,Bluetooth Speaker,1,77.21,Credit Card,2025-02-13 17:00:31,3.0,No,No
INV50537,C10522,Male,33,California,Electronics,Smartwatch,1,196.66,Credit Card,2025-02-13 19:08:06,3.7,No,Yes
INV51570,C10530,Male,42,Texas,Beauty & Personal Care,Skincare Kit,3,57.53,Cash,2025-02-14 09:12:34,4.8,No,Yes
INV60540,C10726,Male,38,Ohio,Home & Kitchen,Dinnerware Set,5,59.1,Debit Card,2025-02-14 09:17:21,1.6,No,Yes
INV60293,C10946,Male,24,California,Electronics,Smartphone,1,711.44,Credit Card,2025-02-14 09:26:31,5.0,No,No
INV54465,C10119,Male,42,California,Clothing,Jeans,1,56.22,Credit Card,2025-02-14 09:37:12,4.8,Yes,Yes
INV50814,C10877,Male,25,Texas,Electronics,Smartphone,2,695.56,Credit Card,2025-02-14 09:43:52,4.6,No,No
INV52478,C10005,Female,45,California,Books,Self-Help Book,1,19.19,Cash,2025-02-14 09:55:28,4.8,No,No
INV63595,C10542,Male,55,New York,Beauty & Personal Care,Shampoo,3,11.62,Debit Card,2025-02-14 10:23:03,4.6,No,No
INV55747,C10400,Female,31,New York,Electronics,Bluetooth Speaker,1,79.39,Cash,2025-02-14 10:49:29,1.0,No,No
INV55043,C10699,Female,34,Ohio,Electronics,Headphones,1,145.52,Credit Card,2025-02-14 10:58:50,3.0,Yes,No
INV58493,C10603,Male,26,Illinois,Clothing,T-Shirt,1,24.2,Debit Card,2025-02-14 11:03:01,5.0,Yes,No
INV54858,C11157,Male,39,California,Books,Sci-Fi Anthology,2,18.88,Debit Card,2025-02-14 11:12:50,2.9,No,No
INV61383,C11053,Male,35,Massachusetts,Electronics,Bluetooth Speaker,2,77.13,Debit Card,2025-02-14 11:13:02,4.8,No,No
INV56607,C10178,Female,28,New York,Beauty & Personal Care,Lipstick,2,19.35,Credit Card,2025-02-14 11:28:17,3.6,Yes,No
INV56726,C10382,Non-Binary,26,California,Books,Tech Guide,1,47.98,Debit Card,2025-02-14 12:21:23,2.6,No,No
INV53359,C10783,Male,29,New York,Electronics,Bluetooth Speaker,1,78.91,PayPal,2025-02-14 12:32:21,3.7,No,No
INV52396,C10837,Female,27,Texas,Books,Biography,1,22.92,Credit Card,2025-02-14 12:34:46,3.6,No,Yes
INV51467,C10880,Male,30,New York,Beauty & Personal Care,Moisturizer,3,28.58,PayPal,2025-02-14 13:35:25,4.8,No,No
INV58092,C10505,Male,46,Washington,Home & Kitchen,Vacuum Cleaner,1,148.33,Credit Card,2025-02-14 13:36:29,3.6,No,No
INV50189,C11029,Male,35,California,Clothing,Sneakers,5,86.26,Debit Card,2025-02-14 14:00:21,4.8,Yes,No
INV55596,C10170,Female,25,Massachusetts,Electronics,Bluetooth Speaker,4,81.09,Cash,2025-02-14 14:50:12,4.6,No,Yes
INV52922,C10429,Male,24,Florida,Books,Biography,2,22.54,Credit Card,2025-02-14 14:51:28,4.7,Yes,No
INV59476,C10493,Female,66,Ohio,Home & Kitchen,Coffee Maker,1,87.79,Debit Card,2025-02-14 15:26:22,3.7,No,Yes
INV62456,C10621,Male,43,Texas,Books,Fiction Novel,2,14.28,Credit Card,2025-02-14 15:58:09,3.8,No,No
INV58807,C10539,Female,26,New York,Sports & Outdoors,Dumbbell Set,3,50.46,Credit Card,2025-02-14 16:42:51,1.6,No,No
INV56891,C11068,Female,48,Florida,Sports & Outdoors,Yoga Mat,1,28.73,Credit Card,2025-02-14 17:10:10,1.8,No,No
INV62858,C10497,Male,20,Illinois,Clothing,Jacket,1,122.73,Cash,2025-02-14 17:23:54,3.6,Yes,Yes
INV61378,C10575,Female,30,Illinois,Beauty & Personal Care,Perfume,1,76.8,PayPal,2025-02-14 17:31:28,1.8,Yes,Yes
INV52973,C10873,Male,40,California,Electronics,Laptop,1,1092.7,Credit Card,2025-02-14 17:38:06,4.7,No,No
INV52436,C10950,Male,24,New York,Clothing,Socks,1,10.45,Credit Card,2025-02-14 17:43:00,2.6,No,No
INV53761,C10409,Male,33,Florida,Clothing,Socks,2,10.42,Debit Card,2025-02-14 17:48:34,3.9,Yes,Yes
INV61910,C10282,Female,50,Texas,Beauty & Personal Care,Lipstick,2,18.71,Debit Card,2025-02-14 17:57:37,4.8,No,No
INV57939,C10781,Female,38,Georgia,Electronics,Headphones,2,151.54,Credit Card,2025-02-14 18:07:08,4.6,No,No
INV56477,C11183,Male,40,California,Books,Self-Help Book,1,20.6,Credit Card,2025-02-14 18:15:55,3.8,No,No
INV53095,C11093,Male,33,Colorado,Sports & Outdoors,Running Shoes,1,99.05,Debit Card,2025-02-14 18:43:01,4.7,Yes,Yes
INV51490,C10069,Male,23,Washington,Electronics,Headphones,2,155.5,PayPal,2025-02-14 18:59:54,2.6,No,Yes
INV51692,C10017,Female,33,Texas,Electronics,Headphones,1,142.88,Credit Card,2025-02-14 19:20:48,2.9,No,No
INV62358,C10278,Male,63,Florida,Home & Kitchen,Toaster,1,35.66,Debit Card,2025-02-14 19:21:01,4.6,Yes,Yes
INV53748,C10926,Male,58,Washington,Books,Biography,1,22.56,Credit Card,2025-02-14 19:30:22,3.9,Yes,No
INV62991,C10252,Female,61,California,Electronics,Tablet,3,344.51,Credit Card,2025-02-14 20:05:24,5.0,No,Yes
INV60480,C10863,Female,43,Florida,Books,Sci-Fi Anthology,1,17.23,Debit Card,2025-02-14 20:11:45,3.8,No,Yes
INV58746,C10739,Male,24,California,Beauty & Personal Care,Lipstick,1,17.72,Credit Card,2025-02-14 21:23:22,4.9,No,No
INV54639,C10962,Male,60,Florida,Beauty & Personal Care,Hair Dryer,1,45.56,Credit Card,2025-02-14 21:29:59,4.8,Yes,Yes
INV55717,C10270,Female,31,Illinois,Sports & Outdoors,Water Bottle,2,19.51,Credit Card,2025-02-14 21:47:05,2.8,No,No
INV51685,C10642,Male,47,Florida,Electronics,Smartphone,1,699.06,Credit Card,2025-02-15 09:44:58,2.9,Yes,No
INV64375,C10096,Female,21,California,Electronics,Headphones,1,142.9,Credit Card,2025-02-15 10:03:45,4.9,Yes,Yes
INV58310,C10520,Male,25,Washington,Electronics,Laptop,1,1128.64,Credit Card,2025-02-15 10:15:28,3.6,No,No
INV64333,C10253,Male,68,New York,Books,Fiction Novel,2,15.56,PayPal,2025-02-15 10:52:45,3.9,No,No
INV56032,C10670,Female,26,New York,Books,Sci-Fi Anthology,1,18.87,Debit Card,2025-02-15 12:05:29,4.6,Yes,No
INV56133,C10748,Female,48,Florida,Clothing,T-Shirt,2,24.47,Debit Card,2025-02-15 12:57:31,2.6,Yes,Yes
INV54907,C11122,Female,40,California,Sports & Outdoors,Camping Tent,2,156.61,Cash,2025-02-15 14:40:08,3.7,No,Yes
INV64782,C10537,Female,55,California,Books,Tech Guide,1,51.82,Cash,2025-02-15 15:29:20,3.9,Yes,Yes
INV58131,C10351,Male,39,California,Beauty & Personal Care,Moisturizer,1,26.85,PayPal,2025-02-15 16:36:16,4.0,No,No
INV56406,C10085,Male,69,New York,Books,Sci-Fi Anthology,1,17.25,Credit Card,2025-02-15 17:51:49,4.9,Yes,No
INV54494,C10145,Male,48,Texas,Books,Self-Help Book,1,19.31,Debit Card,2025-02-15 18:12:17,4.9,No,Yes
INV54167,C10725,Male,51,Georgia,Sports & Outdoors,Camping Tent,2,155.99,PayPal,2025-02-15 18:23:09,4.9,No,No
INV52257,C10014,Female,47,New York,Beauty & Personal Care,Perfume,1,73.82,Credit Card,2025-02-15 18:52:07,2.6,No,No
INV56632,C10929,Female,31,Ohio,Electronics,Smartphone,1,721.75,Credit Card,2025-02-15 19:45:21,4.6,No,No
INV53251,C10361,Male,46,Florida,Books,Sci-Fi Anthology,3,17.85,PayPal,2025-02-15 20:08:50,1.8,Yes,No
INV56662,C10970,Male,43,New York,Sports & Outdoors,Camping Tent,1,143.31,Credit Card,2025-02-15 20:30:33,4.8,No,No
INV59660,C10050,Male,44,Washington,Clothing,T-Shirt,1,25.36,Credit Card,2025-02-15 21:04:44,4.5,Yes,No
INV63079,C11168,Male,63,Texas,Beauty & Personal Care,Perfume,1,75.01,Credit Card,2025-02-15 21:24:00,3.7,No,No
INV63185,C10722,Male,26,New York,Electronics,Tablet,1,337.95,Debit Card,2025-02-15 21:45:18,4.9,No,Yes
INV56200,C10955,Male,18,California,Electronics,Laptop,1,1079.05,Credit Card,2025-02-15 21:51:29,3.9,No,Yes
INV63741,C10857,Female,20,Colorado,Books,Self-Help Book,1,19.66,Credit Card,2025-02-16 09:12:22,5.0,Yes,No
INV63038,C10722,Male,26,New York,Clothing,Jacket,3,117.52,Credit Card,2025-02-16 10:35:41,5.0,No,Yes
INV54091,C10025,Male,18,Texas,Clothing,Jacket,1,119.24,Credit Card,2025-02-16 11:31:07,3.6,No,No
INV55131,C11053,Male,35,Massachusetts,Clothing,Jeans,1,55.77,Cash,2025-02-16 11:54:28,3.5,No,No
INV59886,C10968,Male,35,Ohio,Electronics,Tablet,1,339.58,Credit Card,2025-02-16 11:55:55,3.7,No,No
INV52440,C10707,Non-Binary,38,Georgia,Clothing,Hoodie,1,43.71,PayPal,2025-02-16 12:09:40,4.5,Yes,Yes
INV53639,C10619,Female,48,Florida,Electronics,Laptop,1,1074.23,PayPal,2025-02-16 12:24:00,3.8,No,No
INV63843,C10076,Female,49,Texas,Beauty & Personal Care,Shampoo,1,12.44,Credit Card,2025-02-16 12:59:58,2.8,No,Yes
INV63868,C10759,Female,46,California,Home & Kitchen,Coffee Maker,3,87.97,Debit Card,2025-02-16 13:03:25,4.9,Yes,No
INV51717,C10423,Female,19,California,Electronics,Headphones,1,149.97,Credit Card,2025-02-16 14:15:33,5.0,No,No
INV52152,C10213,Female,52,California,Clothing,Sneakers,1,87.15,PayPal,2025-02-16 14:51:46,4.8,Yes,Yes
INV58760,C10152,Male,21,California,Clothing,Jeans,2,55.71,Debit Card,2025-02-16 14:58:56,3.7,No,No
INV58683,C10634,Male,20,Florida,Electronics,Bluetooth Speaker,2,82.78,PayPal,2025-02-16 15:31:57,4.7,No,Yes
INV55239,C10705,Female,43,Illinois,Books,Tech Guide,4,51.62,PayPal,2025-02-16 17:29:02,3.8,Yes,Yes
INV64875,C10421,Male,37,Massachusetts,Beauty & Personal Care,Perfume,2,73.39,PayPal,2025-02-16 18:07:08,4.7,Yes,Yes
INV63596,C11084,Female,43,New York,Sports & Outdoors,Backpack,1,41.03,Credit Card,2025-02-16 18:28:15,2.5,No,No
INV60474,C10408,Male,63,Texas,Sports & Outdoors,Dumbbell Set,2,48.94,Credit Card,2025-02-16 19:27:00,4.0,No,No
INV64551,C10217,Male,27,New York,Home & Kitchen,Toaster,2,35.5,Credit Card,2025-02-16 19:59:51,3.6,No,No
INV57364,C10035,Female,68,California,Books,Self-Help Book,1,20.53,Debit Card,2025-02-16 20:10:26,4.9,No,Yes
INV51339,C10483,Female,20,California,Electronics,Headphones,3,149.71,Debit Card,2025-02-16 20:13:43,4.6,Yes,Yes
INV56285,C10452,Female,18,Massachusetts,Beauty & Personal Care,Shampoo,4,12.26,Debit Card,2025-02-16 20:28:15,4.9,Yes,No
INV51806,C10758,Male,69,Florida,Home & Kitchen,Dinnerware Set,2,58.34,Debit Card,2025-02-16 21:24:44,3.0,No,No
INV52652,C10282,Female,50,Texas,Clothing,T-Shirt,1,24.16,Debit Card,2025-02-17 10:12:52,4.9,No,No
INV62897,C10768,Male,39,Washington,Home & Kitchen,Dinnerware Set,2,60.29,Credit Card,2025-02-17 13:14:04,2.7,No,Yes
INV56812,C10760,Male,44,California,Beauty & Personal Care,Skincare Kit,3,62.69,Credit Card,2025-02-17 14:06:09,2.5,No,No
INV59783,C10403,Male,33,Florida,Books,Biography,2,23.08,Credit Card,2025-02-17 14:08:04,3.7,No,No
INV53481,C11010,Male,19,California,Clothing,T-Shirt,2,23.78,Credit Card,2025-02-17 14:59:01,2.8,No,Yes
INV55900,C10699,Female,34,Ohio,Home & Kitchen,Blender,2,45.79,Debit Card,2025-02-17 16:07:32,3.6,Yes,No
INV50971,C10176,Male,68,California,Home & Kitchen,Dinnerware Set,4,59.77,Credit Card,2025-02-17 16:54:01,1.6,No,No
INV51789,C11090,Female,41,California,Beauty & Personal Care,Shampoo,1,12.07,Credit Card,2025-02-17 17:07:51,3.9,Yes,No
INV62945,C10988,Male,65,Ohio,Beauty & Personal Care,Skincare Kit,2,60.42,Credit Card,2025-02-17 17:59:30,2.9,No,Yes
INV53858,C11165,Female,47,New York,Home & Kitchen,Air Fryer,2,117.85,Credit Card,2025-02-17 19:43:13,2.8,No,No
INV58725,C10466,Female,20,New York,Sports & Outdoors,Backpack,1,39.93,Credit Card,2025-02-17 21:11:12,5.0,No,No
INV63780,C11098,Male,53,Texas,Electronics,Tablet,2,324.46,Debit Card,2025-02-18 09:22:23,3.9,No,No
INV56737,C10003,Male,40,Illinois,Sports & Outdoors,Yoga Mat,2,28.58,Credit Card,2025-02-18 10:16:18,4.8,Yes,Yes
INV59403,C10930,Female,45,Massachusetts,Sports & Outdoors,Camping Tent,2,144.86,PayPal,2025-02-18 14:26:13,1.7,No,No
INV54318,C10533,Male,70,New York,Books,Cookbook,1,30.58,Debit Card,2025-02-18 14:40:43,4.8,No,No
INV60996,C10336,Male,46,Texas,Beauty & Personal Care,Lipstick,1,17.77,Credit Card,2025-02-18 15:12:34,3.9,Yes,No
INV52697,C10099,Male,52,Florida,Electronics,Headphones,2,143.09,Debit Card,2025-02-18 17:48:21,4.7,Yes,No
INV54143,C10158,Non-Binary,22,California,Clothing,Jeans,2,56.47,Credit Card,2025-02-18 18:24:42,3.7,No,No
INV63277,C10025,Male,18,Texas,Beauty & Personal Care,Hair Dryer,1,44.14,Debit Card,2025-02-18 21:29:19,2.6,No,No
INV60422,C11161,Male,54,Florida,Electronics,Smartphone,2,682.13,Debit Card,2025-02-18 21:57:03,4.8,Yes,Yes
INV52592,C10065,Female,31,Florida,Sports & Outdoors,Yoga Mat,1,30.25,Credit Card,2025-02-18 21:58:50,4.8,Yes,Yes
INV53128,C10434,Male,39,Washington,Clothing,Sneakers,1,84.14,Credit Card,2025-02-19 10:08:04,2.0,No,No
INV52760,C10006,Female,26,Massachusetts,Clothing,Hoodie,1,45.91,Credit Card,2025-02-19 10:28:40,4.5,No,No
INV57304,C10772,Female,28,Florida,Electronics,Smartwatch,1,192.21,Credit Card,2025-02-19 12:26:46,3.6,No,No
INV61938,C10314,Female,19,Washington,Beauty & Personal Care,Shampoo,1,11.49,Credit Card,2025-02-19 13:11:07,3.6,No,No
INV56264,C10632,Male,70,California,Books,Fiction Novel,2,14.48,PayPal,2025-02-19 16:17:13,4.0,No,No
INV52891,C10352,Female,46,Texas,Sports & Outdoors,Yoga Mat,1,29.92,Credit Card,2025-02-19 16:23:39,1.9,No,No
INV54734,C10558,Male,61,Illinois,Sports & Outdoors,Camping Tent,1,143.58,Credit Card,2025-02-19 17:00:42,3.9,No,Yes
INV53465,C10368,Male,33,Florida,Clothing,Jeans,1,57.62,Credit Card,2025-02-19 17:31:34,1.0,No,No
INV51254,C10952,Male,19,Georgia,Electronics,Bluetooth Speaker,1,77.28,Cash,2025-02-19 17:41:32,2.6,No,No
INV52950,C10161,Female,35,New York,Books,Cookbook,2,28.59,Credit Card,2025-02-19 17:42:19,3.9,No,No
INV52310,C10918,Female,25,Massachusetts,Clothing,Sneakers,1,89.17,Cash,2025-02-19 17:57:21,3.7,No,No
INV54777,C10913,Male,47,Washington,Beauty & Personal Care,Shampoo,2,11.99,Credit Card,2025-02-19 18:00:33,4.7,No,No
INV52618,C10025,Male,18,Texas,Clothing,Jeans,2,55.14,Credit Card,2025-02-19 18:30:50,3.8,No,Yes
INV62887,C10112,Female,33,New York,Books,Cookbook,1,29.87,Credit Card,2025-02-19 19:23:29,1.0,Yes,No
INV58780,C11118,Female,56,New York,Beauty & Personal Care,Hair Dryer,1,45.32,PayPal,2025-02-19 19:52:13,4.8,No,No
INV64632,C10832,Female,61,New York,Electronics,Smartphone,1,722.72,Debit Card,2025-02-19 21:17:07,4.9,No,No
INV57632,C11135,Male,38,Florida,Beauty & Personal Care,Moisturizer,3,27.42,Credit Card,2025-02-19 21:26:54,3.7,No,No
INV50977,C10790,Male,33,New York,Clothing,Hoodie,2,43.84,Credit Card,2025-02-19 21:56:54,4.6,No,No
INV57852,C10643,Male,33,Texas,Beauty & Personal Care,Lipstick,1,18.56,Credit Card,2025-02-20 10:20:16,4.6,No,No
INV61966,C11045,Male,67,Florida,Beauty & Personal Care,Lipstick,1,17.86,Cash,2025-02-20 10:34:52,4.9,Yes,No
INV54776,C10011,Female,20,Ohio,Electronics,Smartwatch,5,208.28,Credit Card,2025-02-20 11:05:07,4.7,Yes,Yes
INV62458,C10277,Female,69,New York,Clothing,T-Shirt,3,25.5,Credit Card,2025-02-20 11:42:04,4.7,No,Yes
INV56714,C10303,Female,65,New York,Clothing,Socks,1,9.59,Credit Card,2025-02-20 12:27:54,3.8,No,No
INV55584,C10455,Male,23,New York,Sports & Outdoors,Running Shoes,3,91.2,Credit Card,2025-02-20 12:34:07,3.7,No,Yes
INV60206,C11171,Female,18,California,Electronics,Smartwatch,2,198.09,Cash,2025-02-20 16:11:53,4.8,Yes,Yes
INV58109,C10144,Male,30,California,Beauty & Personal Care,Hair Dryer,1,43.39,PayPal,2025-02-20 18:15:03,2.9,No,Yes
INV59948,C10227,Male,47,Colorado,Books,Tech Guide,1,51.81,Credit Card,2025-02-20 18:17:51,2.9,No,No
INV63737,C11146,Female,32,Illinois,Books,Sci-Fi Anthology,1,17.87,PayPal,2025-02-20 18:37:09,4.9,No,No
INV63605,C10890,Female,46,Washington,Sports & Outdoors,Backpack,2,41.06,Credit Card,2025-02-20 19:22:23,4.8,Yes,No
INV58621,C10344,Male,38,California,Sports & Outdoors,Yoga Mat,1,30.2,PayPal,2025-02-20 19:40:10,3.6,No,Yes
INV60849,C10890,Female,46,Washington,Clothing,Socks,1,10.32,PayPal,2025-02-20 19:46:28,4.7,Yes,No
INV59043,C10478,Male,20,Washington,Electronics,Bluetooth Speaker,2,77.91,Credit Card,2025-02-20 20:08:22,4.6,No,No
INV52935,C10592,Male,24,Florida,Beauty & Personal Care,Lipstick,2,18.38,Cash,2025-02-20 21:18:46,3.7,No,No
INV57420,C10970,Male,43,New York,Home & Kitchen,Toaster,1,36.17,Credit Card,2025-02-21 09:07:44,3.9,No,No
INV61589,C10487,Male,60,California,Beauty & Personal Care,Skincare Kit,3,57.11,Credit Card,2025-02-21 09:31:28,2.7,Yes,No
INV54432,C11121,Male,27,Illinois,Books,Fiction Novel,1,14.69,Credit Card,2025-02-21 09:46:39,1.8,Yes,No
INV50176,C10433,Female,24,New York,Sports & Outdoors,Dumbbell Set,3,49.26,Debit Card,2025-02-21 09:51:26,3.7,No,No
INV64374,C10721,Male,31,Georgia,Books,Self-Help Book,1,19.97,Credit Card,2025-02-21 10:04:22,3.9,No,No
INV54654,C10234,Female,24,Washington,Clothing,T-Shirt,1,23.94,Debit Card,2025-02-21 10:56:34,4.8,No,No
INV59746,C10151,Male,62,Texas,Home & Kitchen,Dinnerware Set,2,60.27,Debit Card,2025-02-21 11:32:45,2.7,No,No
INV62161,C11075,Male,20,New York,Beauty & Personal Care,Skincare Kit,2,61.33,Credit Card,2025-02-21 11:34:25,4.8,Yes,No
INV58438,C10168,Female,19,New York,Electronics,Smartwatch,1,206.89,Credit Card,2025-02-21 11:40:45,4.5,No,No
INV51942,C10052,Male,72,Georgia,Home & Kitchen,Blender,1,43.74,Credit Card,2025-02-21 11:45:51,3.8,No,No
INV59580,C10015,Male,34,California,Sports & Outdoors,Running Shoes,1,95.45,Credit Card,2025-02-21 12:04:20,2.7,No,No
INV52961,C10953,Male,26,Ohio,Electronics,Smartphone,1,709.96,Credit Card,2025-02-21 12:05:03,4.8,No,No
INV53757,C10604,Male,52,Georgia,Electronics,Headphones,4,153.89,Credit Card,2025-02-21 12:07:08,2.5,No,No
INV51150,C10904,Male,47,Florida,Sports & Outdoors,Camping Tent,1,154.46,PayPal,2025-02-21 12:37:34,4.7,No,No
INV61182,C10659,Female,45,Texas,Electronics,Smartwatch,1,206.17,Debit Card,2025-02-21 12:39:07,4.0,No,No
INV57346,C10081,Male,47,New York,Electronics,Bluetooth Speaker,2,78.37,PayPal,2025-02-21 12:54:59,4.7,No,Yes
INV54148,C10908,Male,18,Illinois,Beauty & Personal Care,Moisturizer,1,27.24,Credit Card,2025-02-21 12:55:33,3.7,No,No
INV56687,C10945,Male,34,Texas,Home & Kitchen,Vacuum Cleaner,2,146.64,Debit Card,2025-02-21 13:36:09,4.9,Yes,No
INV61673,C10206,Female,33,California,Beauty & Personal Care,Moisturizer,1,27.08,Credit Card,2025-02-21 13:37:00,1.7,No,Yes
INV60904,C11035,Male,46,Florida,Books,Fiction Novel,1,14.73,Credit Card,2025-02-21 15:10:07,3.9,No,No
INV53404,C10629,Non-Binary,35,Massachusetts,Beauty & Personal Care,Perfume,3,75.89,Debit Card,2025-02-21 15:15:51,2.8,No,No
INV54915,C10509,Male,44,New York,Home & Kitchen,Vacuum Cleaner,1,153.72,Cash,2025-02-21 15:16:04,3.9,Yes,Yes
INV52967,C10105,Male,48,California,Clothing,Hoodie,1,44.85,Debit Card,2025-02-21 15:40:43,2.0,No,No
INV59171,C10139,Female,28,New York,Electronics,Laptop,2,1147.27,Debit Card,2025-02-21 15:56:29,1.9,No,No
INV60460,C10036,Male,49,Washington,Sports & Outdoors,Water Bottle,2,19.93,Cash,2025-02-21 16:36:19,4.9,No,No
INV51791,C10565,Male,33,Texas,Electronics,Headphones,2,149.06,Credit Card,2025-02-21 16:46:23,4.0,No,No
INV60827,C10048,Male,20,New York,Clothing,Jacket,2,117.82,Credit Card,2025-02-21 17:39:14,4.7,No,No
INV60662,C10845,Female,45,Illinois,Home & Kitchen,Vacuum Cleaner,2,151.26,Debit Card,2025-02-21 17:46:38,4.8,Yes,No
INV63983,C10404,Female,36,California,Beauty & Personal Care,Hair Dryer,3,44.57,PayPal,2025-02-21 17:46:55,4.6,Yes,No
INV56393,C10395,Female,43,California,Sports & Outdoors,Running Shoes,1,93.93,Cash,2025-02-21 17:49:20,4.9,No,No
INV63250,C10951,Female,40,Texas,Books,Self-Help Book,1,19.81,Cash,2025-02-21 18:02:19,1.0,No,No
INV62806,C10630,Male,30,California,Electronics,Bluetooth Speaker,3,79.3,Cash,2025-02-21 18:09:46,3.6,No,No
INV55628,C10589,Female,75,California,Clothing,Sneakers,2,88.84,PayPal,2025-02-21 18:27:36,3.6,No,No
INV56527,C10024,Male,31,New York,Clothing,Sneakers,1,84.6,Credit Card,2025-02-21 18:56:56,3.0,Yes,Yes
INV53379,C11012,Female,27,New York,Clothing,Sneakers,1,83.8,Debit Card,2025-02-21 19:07:31,3.8,Yes,Yes
INV61963,C10045,Female,25,Georgia,Home & Kitchen,Toaster,1,36.52,Debit Card,2025-02-21 20:13:17,1.9,No,No
INV55532,C10917,Male,48,Illinois,Beauty & Personal Care,Lipstick,2,18.94,Debit Card,2025-02-21 20:27:55,3.6,No,No
INV62303,C11149,Male,30,Florida,Beauty & Personal Care,Shampoo,1,11.85,Credit Card,2025-02-21 20:46:47,3.7,No,No
INV61968,C10521,Male,30,California,Books,Sci-Fi Anthology,1,18.75,Credit Card,2025-02-21 20:52:41,4.9,No,No
INV61294,C10061,Female,47,Texas,Clothing,Jeans,1,57.38,Debit Card,2025-02-21 21:29:54,3.6,No,No
INV62365,C11126,Female,26,Illinois,Clothing,T-Shirt,1,25.35,Credit Card,2025-02-21 21:56:59,1.7,No,Yes
